PCE_max,Voc ,Jsc ,FF,HOMO ,LUMO ,Bandgap,Eloss,Nickname,smiles
10.3,0.97,14.21,0.75,5.43,3.43,1.84,0.87,PBT1-EH,CCCCCC[C@@H](CCCC)Cc1sc(C[C@H](CCCC)CCCCCC)c2c1C(=O)c1c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(SC[C@@H](CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c1C2=O
8.1,0.93,13.03,0.68,5.4,3.41,1.81,0.88,PBT1-BO,CCCCCCC(CCCC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SC[C@@H](CCCC)CCCCCC)s3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@@H](CC)CCCC)sc(C[C@@H](CC)CCCC)c5C6=O)s4)sc23)s1
2.31,0.97,6.96,0.34,5.4,3.03,2.27,1.3,PIDT-SO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc5c(c3)S(=O)(=O)c3cc(C)ccc3-5)sc2-4)cc1
3.81,0.95,8.2,0.48,5.33,3.05,2.2,1.25,PIDT-DHTSO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3cc(CCCCCC)c(-c5ccc6c(c5)S(=O)(=O)c5cc(-c7sc(C)cc7CCCCCC)ccc5-6)s3)sc2-4)cc1
5.3,0.9,9.26,0.64,5.45,2.68,2.03,1.13,PBDT-TPTI (P1),CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s2)sc31
3.64,0.87,7.62,0.55,5.33,2.72,1.85,0.98,PSB-TPTI (P3),CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2cc4c(s2)-c2sc(C)cc2[Si]4(CC(CC)CCCC)CC(CC)CCCC)sc31
3.48,0.8,10.31,0.42,5.34,2.69,1.86,1.06,PSB-TPTI (P4),CCCCC(CC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CC)CCCC)c1cc(-c2cc4c(s2)-c2sc(C)cc2[Si]4(CC(CC)CCCC)CC(CC)CCCC)sc31
5.53,0.98,8.12,0.7,5.43,2.6,2.11,1.13,PBDTTTP,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc3c(cc2c2sc4cc(C)sc4c21)c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c1c2sc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)cc2sc31
5.18,0.94,11.11,0.5,5.4,3.59,1.81,0.87,PSBT,CCCCCCOc1c(OCCCCCC)c(-c2cc3c(s2)-c2cc4sc5cc6c(cc5c4cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C)sc2-6)c2nsnc2c1C
3.29,0.96,8.6,0.4,5.48,3.66,1.82,0.86,PSBO,CCCCCCCCOc1c(OCCCCCCCC)c(-c2cc3c(s2)-c2cc4sc5cc6c(cc5c4cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C)sc2-6)c2nonc2c1C
3.52,0.9,9.5,0.41,5.38,3.56,1.82,0.92,PSDTBT,CCCCCCCCCCOc1c(OCCCCCCCCCC)c(-c2ccc(-c3cc4c(s3)-c3cc5sc6cc7c(cc6c5cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc(C)sc3-7)s2)c2nsnc2c1-c1ccc(C)s1
5.53,0.96,8.28,0.7,5.57,2.6,2,1.04,PThTITI,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3ccc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3ccc2c2sc(C)cc21
6.17,0.94,9.35,0.71,5.54,2.78,1.93,0.99,PSeTITI,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3ccc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3ccc2c2sc(C)cc21
6.02,0.87,9.67,0.72,5.36,2.56,1.82,0.95,PThTD1,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21
6.9,0.85,11.95,0.68,5.3,2.63,1.82,0.97,PThTD2,CCCCCCCCC(CCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCC)CCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21
6.22,0.83,10.92,0.69,5.34,2.7,1.75,0.92,PSeTD1,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21
8.18,0.85,13.55,0.71,5.31,2.74,1.75,0.9,PSeTD2,CCCCCCCCC(CCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCC)CCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21
7.5,0.86,12.73,0.68,5.55,3.52,1.94,1.08,PzNDTT-TPD1,CCCCCCCCCCc1cc(C)sc1-c1sc(-c2sc(-c3cc4c(-c5ccc(C[C@@H](CC)CCCC)s5)cc5c(cc(-c6ccc(CC(CC)CCCC)s6)c6cc(C)sc65)c4s3)cc2CCCCCCCCCC)c2c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O
3.68,0.88,6.09,0.69,5.58,3.48,1.98,1.1,PzNDTT-TPD2,CCCCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCCCC)c(-c4cc5c(-c6ccc(C[C@@H](CC)CCCC)s6)cc6c(cc(-c7ccc(CC(CC)CCCC)s7)c7cc(C)sc76)c5s4)s3)c3c2C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)sc1C
5.47,0.94,9.14,0.64,5.31,3.27,2.04,1.1,PDTPO-IDTT,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(C)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc2c2sc(C)cc21
7.33,0.97,10.55,0.71,5.32,3.27,2.05,1.08,PDTPO-IDT,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc(-c3cc4sc5c(c4s3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc4c(cc3-5)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4cc(C)sc34)sc2c2sc(C)cc21
3.75,0.83,8,0.57,5.27,3.31,1.69,0.86,PIDT-OHBPz,CCCCCCCCc1ccc2c3ccc(CCCCCCCC)cc3c3nc4c(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)ccc(C)c4nc3c2c1
5.13,0.97,8.96,0.59,5.45,3.56,1.75,0.78,PIDT-OFBPz,CCCCCCCCc1ccc2c3ccc(CCCCCCCC)cc3c3nc4c(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c(F)c(F)c(C)c4nc3c2c1
3.93,0.86,8.97,0.51,5.3,3.58,1.56,0.7,PIDT-OBPQ,CCCCCCCCc1ccc2c3ccc(CCCCCCCC)cc3c3nc4c(C)ncc(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c4nc3c2c1
5.06,0.8,9.99,0.63,5.45,3.85,1.6,0.8,P-PDT-IID12OD,CCCCCCCCCCCCc1cc(-c2ccc3c(c2)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc(CCCCCCCCCCCC)c(-c5cc6ccc7c8ccc9cc(C)sc9c8ccc7c6s5)s4)ccc32)sc1C
3.1,0.82,6.63,0.57,5.45,3.85,1.6,0.78,P-PDT-IID12DT,CCCCCCCCCCCCc1cc(-c2ccc3c(c2)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4cc(CCCCCCCCCCCC)c(-c5cc6ccc7c8ccc9cc(C)sc9c8ccc7c6s5)s4)ccc32)sc1C
5.28,0.82,10.7,0.6,5.5,3.81,1.69,0.87,P-PDT-IIDBOBO,CCCCCCC(CCCC)Cc1cc(-c2ccc3c(c2)N(CC(CCCC)CCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCC)CCCCCC)c3cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc6ccc7c8ccc9cc(C)sc9c8ccc7c6s5)s4)ccc32)sc1C
1.09,0.9,2.05,0.59,5.51,3.86,1.65,0.75,P-PDT-IIDHDHD,CCCCCCCCC(CCCCCC)Cc1cc(-c2ccc3c(c2)N(CC(CCCCCC)CCCCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc6ccc7c8ccc9cc(C)sc9c8ccc7c6s5)s4)ccc32)sc1C
4.2,0.75,10.3,0.54,5.25,3.6,1.4,0.65,PTPTDP,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)s3)sc2-4)cc1
6.7,0.6,17.77,0.63,4.64,3.1,1.54,0.94,PBDT_TEH-TBTT_EHi (P1),CCCCCCc1cc2c(C)sc(-c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5cc(CCCCCC)sc45)c4c3C(=O)N(CC(CC)CCCC)C4=O)c2s1
4.45,0.6,15.21,0.49,4.63,3.17,1.46,0.86,PBDT_TEH-TBTT_HDo (P2),CCCCCCc1cc2c(-c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5sc(CCCCCC)cc45)c4c3C(=O)N(CC(CC)CCCC)C4=O)sc(C)c2s1
7.5,0.63,18.15,0.65,4.78,3.22,1.56,0.93,PBDT_TEH-TBT_HD (P3),CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3sc(C)c4cc(CCCCCC)sc34)sc(-c3sc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)c4cc(CCCCCC)sc34)c2C1=O
3.91,0.89,7.25,0.61,5.2,3.61,1.59,0.7,BFR2,CCCCCCc1cc(-c2c3cc(-c4cc(F)c(C)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(C)sc23)sc1CC(CC)CCCC
5.92,0.9,10.82,0.61,5.2,3.62,1.58,0.68,BFS3,CCCCCCc1cc(-c2c3cc(-c4c(F)cc(-c5cc6c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c7sc(-c8cc(F)c(C)c9nsnc89)cc7c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c6s5)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(C)sc23)sc1CC(CC)CCCC
7.16,0.9,13.19,0.6,5.15,3.59,1.56,0.66,BFS4,CCCCCCc1cc(-c2c3cc(-c4cc(F)c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(-c4cc(F)c(C)c5nsnc45)sc23)sc1CC(CC)CCCC
7.8,0.9,14.2,0.61,5.15,3.59,1.56,0.66,BFS4b,CCCCCCc1cc(-c2c3cc(-c4cc(F)c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(-c4cc(F)c(C)c5nsnc45)sc23)sc1CC(CC)CCCC
4.16,0.66,11.53,0.55,5.04,3.19,1.63,0.97,PBDTTT-E,CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2s1
6.21,0.68,14.59,0.63,5.09,3.22,1.58,0.9,PBDTTT-E-T,CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2s1
6.43,0.7,15.51,0.59,5.07,3.21,1.6,0.9,PBDTTT-C,CCCCC(CC)COc1c2cc(-c3sc(C)c4cc(C(=O)C(CC)CCCC)sc34)sc2c(OCC(CC)CCCC)c2cc(C)sc12
7.59,0.74,17.48,0.59,5.11,3.25,1.58,0.84,PBDTTT-C-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(C)c5cc(C(=O)[C@@H](CC)CCCC)sc45)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1
1.95,0.84,6.28,0.37,4.8,2.95,1.85,1.01,PBDTBT (Z3),CCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)cc2CCCCCC)c2nsnc12
1.28,0.4,5.27,0.61,5.2,3.65,1.55,1.15,PBDTBT (Z4),CCCCCCOc1cc(C)sc1-c1ccc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)cc2OCCCCCC)c2nsnc12
5.95,1,10.8,0.55,5.52,3.69,1.83,0.83,PDST-BDD,CCCCCCSc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(SCCCC)c(SCCCCCC)s3)c3cc(C)sc23)cc1SCCCC
6.67,0.86,10.68,0.72,5.3,3.5,1.8,0.94,PBDT-BDD,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1
4.48,0.98,10.15,0.45,5.5,3.87,1.63,0.65,PDST-TT,CCCCCCSc1sc(-c2c3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c(-c3cc(SCCCC)c(SCCCCCC)s3)c3cc(C)sc23)cc1SCCCC
3.14,0.88,6.59,0.54,5.47,4.01,1.46,0.58,PDST-DPP,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6cc(SCCCC)c(SCCCCCC)s6)c6sc(C)cc6c(-c6cc(SCCCC)c(SCCCCCC)s6)c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1
6.7,0.64,14.9,0.7,5.01,2.98,1.66,1.02,PBT-S,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c2s1
1.82,0.81,5.95,0.38,5.23,3.16,1.68,0.87,PBT-SO2-M,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c5s4)s3)c2s1
6.52,0.71,14.6,0.63,5.16,3.14,1.64,0.93,PBT-SO2-H,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c5s4)s3)c2s1
5.56,0.6,13.7,0.68,4.95,3.12,1.67,1.07,PBT-T,CCCCCCCCC(CCCCCC)CCOC(=O)c1sc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2c1F
7.5,0.78,13.4,0.72,5.17,3.14,1.7,0.92,PBT-OP,CCCCCCCCC(CCCCCC)CCOC(=O)c1sc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6cccc(OCC(CC)CCCC)c6)c6sc(C)cc6c(-c6cccc(OCC(CC)CCCC)c6)c5s4)s3)c2c1F
0.27,0.82,1.05,0.32,5.65,3.84,1.81,0.99,PBDT-Tz-TPD (P1),CCCCCCCCCCc1cnc(-c2c3cc(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)sc3c(-c3ncc(CCCCCCCCCC)s3)c3cc(C)sc23)s1
1.63,0.44,7.6,0.49,5.18,3.84,1.4,0.96,PBDT-Tz-DPP (P2),CCCCCCCCCCc1cnc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ncc(CCCCCCCCCC)s3)c3cc(C)sc23)s1
2.3,0.44,9.5,0.55,5.09,3.84,1.39,0.95,PBDT-Tz-TT (P3),CCCCCCCCCCCCOC(=O)c1cc2c(C)sc(-c3cc4c(-c5ncc(CCCCCCCCCC)s5)c5sc(C)cc5c(-c5ncc(CCCCCCCCCC)s5)c4s3)c2s1
7.71,0.77,14.7,0.68,5.31,3.76,1.55,0.78,PTTBDT-FTT,CCCCC(CC)COC(=O)c1sc2c(C)sc(-c3cc4c(-c5cc6sc(CC(CC)CCCC)cc6s5)c5sc(C)cc5c(-c5cc6sc(CC(CC)CCCC)cc6s5)c4s3)c2c1F
8.13,0.81,16,0.63,5.29,3.76,1.53,0.72,PBT-TVT,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(/C=C/c6ccc(SC[C@@H](CC)CCCC)s6)s5)c5sc(C)cc5c(-c5ccc(/C=C/c6ccc(SCC(CC)CCCC)s6)s5)c4s3)sc(C)c2c1F
7.3,0.9,12.93,0.63,5.47,3.73,1.74,0.84,PBDTBzT-DTffBT,CCCCCCC(CCCC)Cc1ccc2sc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4cc5cc(CC(CCCC)CCCCCC)ccc5s4)c4cc(C)sc34)cc2c1
5.35,0.94,9.83,0.58,5.36,3.6,1.76,0.82,PBDTT-DTffBT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1
6.21,0.8,11.94,0.65,5.4,3.73,1.67,0.87,PTOBDTDTBT,CCCCCCCCOc1cc(-c2ccc(-c3c4cc(-c5ccc(-c6ccc(-c7ccc(C)s7)c7nsnc67)s5)sc4c(-c4ccc(-c5cc(OCCCCCCCC)c(OCCCCCCCC)c(OCCCCCCCC)c5)s4)c4cc(C)sc34)s2)cc(OCCCCCCCC)c1OCCCCCCCC
1.08,1.01,2.12,0.51,5.61,3.65,1.96,0.95,PQ1,CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(-c6nnc(-c7ccc(C)s7)nn6)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1
3.8,0.8,7.68,0.62,5.28,3.31,1.97,1.17,PQ2,CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(-c6ccc(-c7ccc(C)s7)s6)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1
1.09,0.78,2.67,0.52,5.31,4.02,1.29,0.51,PQ3,CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1
2.83,0.94,6.17,0.49,5.59,3.86,1.73,0.79,PQ4,CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CCCCCC)c(C)s7)c7nsnc67)cc5CCCCCC)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1
5.46,0.98,9.62,0.6,5.47,3.58,1.75,0.77,PBDT2FBT-T1,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1
5.22,0.9,10.6,0.55,5.37,3.61,1.73,0.83,PBDT2FBT-T2,CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4ccc(-c5ccc(CC(CCCC)CCCCCC)s5)s4)c4cc(C)sc34)s2)s1
6.48,0.86,12.3,0.61,5.31,3.62,1.7,0.84,PBDT2FBT-T3,CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3ccc(-c4c5cc(-c6sc(-c7c(F)c(F)c(-c8cc(CC(CC)CCCC)c(C)s8)c8nsnc78)cc6CC(CC)CCCC)sc5c(-c5ccc(-c6ccc(-c7ccc(CC(CCCC)CCCCCC)s7)s6)s5)c5cc(C)sc45)s3)s2)s1
2.17,0.84,6.35,0.41,5.3,3.63,1.68,0.84,PBDT2FBT-T4,CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5c6cc(-c7sc(-c8c(F)c(F)c(-c9cc(CC(CC)CCCC)c(C)s9)c9nsnc89)cc7CC(CC)CCCC)sc6c(-c6ccc(-c7ccc(-c8ccc(-c9ccc(CC(CCCC)CCCCCC)s9)s8)s7)s6)c6cc(C)sc56)s4)s3)s2)s1
5.76,0.82,12.75,0.55,5.6,3.91,1.69,0.87,PTIPS-BDT-TT (P1),CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3cc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5sc(C)cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4s3)c2s1
4.11,0.79,9.47,0.55,5.6,3.89,1.71,0.92,PTIPS-BDT-TT (P3),CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5sc(C)cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4s3)sc(C)c2c1F
3.16,0.78,8.38,0.48,5.61,3.94,1.67,0.89,PTIPS-BDT-TT (P2),CCCCC(CC)C(=O)c1cc2c(C)sc(-c3cc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5sc(C)cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4s3)c2s1
6.22,0.76,14.1,0.58,5.12,3.49,1.65,0.89,PBDTTT-S,CCCCC(CC)COc1c2cc(-c3sc(C)c4sc(S(=O)(=O)CC(CC)CCCC)cc34)sc2c(OCC(CC)CCCC)c2cc(C)sc12
5.1,0.58,14.1,0.62,4.94,3.22,1.59,1.01,PTB2,CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)OCC(CC)CCCC)cc34)sc2c(OCCCCCCCC)c2cc(C)sc12
7.4,0.74,14.5,0.69,5.15,3.31,1.68,0.94,PTB7,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c2c1F
3.2,0.68,11.1,0.42,5.41,3.6,1.75,1.07,PTBF2,CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3sc4c(OCC(CC)CCCC)c5c(F)c(C)sc5c(OCC(CC)CCCC)c4c3F)c2s1
2.04,0.63,6.37,0.51,4.95,3.28,1.44,0.81,PBB3,CCCCCCC(CCCC)COC(=O)c1cc2c(C)sc(-c3sc(-c4cc5c(OCC(CCCC)CCCCCC)c6sc(C)cc6c(OCC(CCCC)CCCCCC)c5s4)c4cc(C(=O)OCC(CCCC)CCCCCC)sc34)c2s1
2.72,0.86,4.97,0.55,5.44,3.15,1.91,1.05,PBDT-CPDTO (P1),CCCCCCCC(=O)c1cc2c(s1)-c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O
2.2,0.89,4.13,0.51,5.41,3.34,1.72,0.83,PSB-CPDTO (P2),CCCCCCCC(=O)c1cc2c(s1)-c1c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c1C2=O
0.13,0.74,0.43,0.35,5.79,3.04,2.32,1.58,PCz-CPDTO (P3),CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3sc(C)c4c3C(=O)c3cc(C(=O)CCCCCCC)sc3-4)cc21
